dataset,algorithm,acc.mean,acc.sd,auc.mean,auc.sd,loss.mean,loss.sd,time.mean,time.sd
otto,RGB,0.670878156617159,0.00298592626382149,0.93208510282161,0.000863175727226312,5.93719526981706,0.0870749694317942,0.647399999999986,0.0106891132867997
otto,BRGB,0.644538883583649,0.0505203652521561,0.913168055932918,0.00113280542695516,1.31892203040152,0.0529389029144481,74.3039333333333,0.899057241675619
otto,ISO-BRGB,0.700756312771168,0.00165375909647216,0.932098983992507,0.000829816495832242,0.796027936640497,0.00604453039515821,104.185533333333,0.516248952495133
otto,XGBOOST,0.809731969517428,0.00276935700589493,0.973423939872647,0.000574160862034152,0.500317349410344,0.0056359135483754,18.1402000000001,0.460378136504338
otto,H2O-GNB,0.581796359801147,0.00549453371818889,0.903231493362787,0.00119222319830666,8.36642651093149,0.113400876713983,1.21759999999988,0.134972378126598
otto,H2O-GBM,0.80433427100494,0.00238505895224651,0.970662355316306,0.000649139168009952,0.527625904822143,0.00440249366173893,145.471,3.53737602508664
otto,H2O-RF,0.783910237984823,0.0020264331239606,0.968070874212231,0.000476903846895914,0.657775247328202,0.00196548330432064,86.9567333333332,1.11901879638655
