dataset,algorithm,acc.mean,acc.sd,auc.mean,auc.sd,loss.mean,loss.sd,time.mean,time.sd
ionosphere,Adaboost,0.941582830315225,0.0313721515470868,0.94168433048433,0.0434477405268187,1.79724698978933,1.04360696244134,0.904133333333205,0.442418255323994
