dataset,ratio,algorithm,l0.mean,l0.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,eigdiff.mean,eigdiff.sd,eigcos.mean,eigcos.sd,time.mean,time.sd
nonsparse,2,oas,0,0,57.4866141490684,3.33492574324955,7705.87023532562,1291.6771445961,0.0309239435531456,0.000467935874676545,2.83920496946439,2.42727559743689,0.107510201873183,0.109717633756705,0.000999999999976353,0
nonsparse,2,ss,0,0,30.7075765551465,0.867734185505196,2618.67089554087,287.653180726255,0.026079303680235,0.000441166002153194,2.23006686637908,1.72824802330297,0.15784639189371,0.13712655243879,0.00900000000001455,0.000999999999976353
nonsparse,2,ppca,0,0,69.0824887602985,7.58165856339747,9251.18940815662,3154.22330985095,0.0466942870025415,0.00979411688322347,23.3425525380864,6.92678404401792,0.107510201873184,0.109717633756705,0.0343333333333552,0.00057735026924161
nonsparse,2,spc,0.3956,0.12221800194734,64.1983576762528,7.22805653914024,7399.74681572433,2839.40852427051,0.0451710716446885,0.00827452059339584,21.4966460139658,5.93903707379818,0.157878436267879,0.0552906433525295,1.35433333333329,0.00757187779427136
nonsparse,2,quic,0,0,63.2503965309734,2.22719779430822,174.401209051174,93.8260597945846,0.0625782916249804,0.00431990619813501,22.3010994207369,6.89509555735245,0.103608064017187,0.116097446310665,1.11366666666663,0.1016136473774
nonsparse,10,emp,0,0,Inf,NA,10.2193126571105,11.2209214720588,0.150048982895464,0.00680697121229504,76.8127508208621,8.41336399841443,0.100799770826615,0.0575762990960442,0.00566666666668425,0.000577350269110336
nonsparse,10,diag,0.99,0,40.2574590091565,3.49257560300029,2167.9979610784,766.799319128172,0.0343496458273832,0.000706992860609662,2.07697757475201,1.9149667886413,0.137559093914788,0.0717877857219327,0,0
nonsparse,10,oas,0,0,64.2896545791124,3.9922304241784,8106.33880937407,1552.59036283864,0.0358101029564907,0.000395912708396635,0.957536048893556,0.787104524867165,0.100799770826614,0.0575762990960436,0.000666666666650902,0.000577350269175973
nonsparse,10,ss,0,0,40.1195500101596,4.43667785011722,2522.82301142668,894.924842455996,0.0340087824982041,0.00110425974976581,0.813411290469479,0.261013260746156,0.0847095366288906,0.0737943098824047,0.00433333333323086,0.000577350269175973
nonsparse,10,ppca,0,0,67.4785637675073,3.49402356351773,6691.06541633371,1190.32224116429,0.081620375332042,0.00629779913977603,76.8127508208622,8.4133639984144,0.100799770826615,0.0575762990960444,0.00299999999992906,0
nonsparse,10,spc,0.970266666666667,0.00817394233728947,45.7217454255486,0.337964647537662,32.3229289406738,26.4824703627752,0.0570117982323375,0.00264544002847028,35.4646182507327,5.43561457413491,0.0888014525173028,0.0749053855729618,0.252333333333354,0.0917187730692175
nonsparse,10,quic,0,0,178.857276067165,7.14757287653834,114.741231789155,91.2463387202707,0.142071957099164,0.00605136685709886,73.9953172472965,8.22907148480395,0.104224427198467,0.0577554108729036,5.17100000000005,0.527230499876522
sparse,0.1,emp,0,0,5.27886024767223,0.139575430218592,0.331834416538658,0.283516807738236,0.0286822308153538,0.000513971465221267,3.9275923087132,0.80061260828444,0.345575451551673,0.0735039565517311,0.00833333333336365,0.000577350269175973
sparse,0.1,diag,0.99,0,126.435341038397,1.01592364343133,23104.1380957885,419.319735848468,0.0491891468182982,7.62061004471243e-06,7.89888478113745,0.0392742182919981,0,0,0.00100000000005214,1.31274252723814e-13
sparse,0.1,oas,0,0,25.65381214814,0.231038521871032,1507.48758157751,54.5241734450727,0.0247018254311484,0.000293814983793911,0.698998914620619,0.631894676464687,0.345575451551673,0.0735039565517296,0.0103333333333921,0.000577350269110336
sparse,0.1,ss,0,0,25.2610416607298,0.257513865036402,1466.59932158007,69.129895377394,0.0244929398058474,0.000303867843401426,0.618174636371677,0.684486602872851,0.391975620415985,0.0657917544604972,0.0946666666667018,0.0032145502535883
sparse,0.1,ppca,0,0,5.27886024767223,0.139575430218601,0.331834416538689,0.283516807738271,0.0286822308153538,0.000513971465221253,3.92759230871322,0.800612608284395,0.345575451551675,0.0735039565517268,0.159666666666756,0.00378593889711066
sparse,0.1,spc,0.0754,0.007,8.80927949886878,0.579241374797608,1.65943941866833,2.30236188987149,0.0272000457046697,0.00101921678569216,1.28065861415187,0.157881619217812,0.099098640160507,0.0594833200877746,20.971,2.72179279152536
sparse,0.1,quic,0,0,13.1383231436195,0.151138370277318,437.899551113649,28.0893612917229,0.0246065253017533,0.000423630400258843,3.04390519992356,0.769162207458236,0.324782606445815,0.0523216537660918,0.698333333333418,0.0600027777134427
sparse,0.5,emp,0,0,31.5505544273691,0.147808599384488,0.411949733057912,0.221529727229649,0.0635911071106561,0.000804044679807218,13.2063688391496,1.52065142185921,0.125231351496403,0.208801872325139,0.00199999999995271,0
sparse,0.5,diag,0.99,0,126.060268373708,0.464244324369574,22706.0960235304,170.450968604573,0.0499754859913894,0.000168725117628526,6.11897544899217,0.0884346540169524,0.00662300643390161,0.0114713836423732,0,0
sparse,0.5,oas,0,0,74.9868741323298,0.981553126030128,9066.98832911336,217.790594179209,0.0387739861696722,0.000314968373706433,0.684335139885685,0.611505575229931,0.125231351496406,0.208801872325144,0.00266666666675519,0.00115470053841758
sparse,0.5,ss,0,0,74.238294994058,1.10773369431702,8771.01247112477,292.470360979674,0.0386363177795225,0.000301970900113987,1.08814396775684,0.577434769062322,0.131805080032069,0.199839090593534,0.0323333333333267,0.000577350269110336
sparse,0.5,ppca,0,0,81.5697604188519,13.4033257010277,7936.72547554534,3402.77461304463,0.0652652225720067,0.00171977263020222,13.2063688391496,1.52065142185914,0.125231351496404,0.208801872325141,0.142666666666628,0.0288848287744929
sparse,0.5,spc,0,0,81.7098876588392,12.7831258556526,7769.83311673261,3282.95183738142,0.0646916986638323,0.0016622594484089,12.6069416025682,1.55638085517163,0.164925632406724,0.20035606726484,6.13133333333326,0.0939432452779115
sparse,0.5,quic,0,0,28.7886214914111,0.26777848844961,510.019603833866,22.0804572882999,0.0584715932082439,0.00074419420543383,12.2342659992216,1.61368922146959,0.126035916697396,0.20847004674316,0.802333333333308,0.0730570553289021
sparse,1,emp,0,0,120.661138479745,3.40705796891336,0.0597996531848789,0.057737204416391,0.0907811437523729,0.00204827227986125,23.2137725696775,1.94532011807977,0.0878621778431003,0.0150727799677143,0.00733333333331151,0.00057735026924161
sparse,1,diag,0.99,0,131.640228986397,0.174017180636568,24603.9287999401,132.009253066865,0.0509012897933052,0.00027747529744136,5.15812035681835,0.492787907773776,0,0,0,0
sparse,1,oas,0,0,96.3245007173714,3.14947232914932,14354.7481925077,891.763839725257,0.0430296668490734,0.000165147529195914,1.5581493575654,1.32322209919946,0.0878621778431005,0.0150727799677136,0.00133333333345339,0.00057735026924161
sparse,1,ss,0,0,95.9013361668267,2.56891687835302,14034.755438278,720.919363819807,0.0429630242667139,0.000178648414328309,1.98219025069086,1.21154917320168,0.0616369335339616,0.0194354427598811,0.0193333333333309,0.000577350269175973
sparse,1,ppca,0,0,122.231034986518,2.53408908548869,21264.6867346523,1055.84692385218,0.0576480846113333,0.00330755886966622,23.2137725696775,1.94532011807974,0.0878621778431009,0.0150727799677125,0.119333333333316,0.00152752523173987
sparse,1,spc,0.0295333333333333,0.0354176980241988,122.176927866919,2.60502881083359,21236.2879791935,1094.1210500403,0.0576076917831066,0.00324224103160741,23.2001925149901,1.92787505301796,0.0948666112714134,0.0183094689754502,3.26566666666668,0.488553306542367
sparse,1,quic,0,0,48.153363966511,0.817254124519531,510.110186046803,31.7922105603742,0.0850132204747337,0.00180060100969487,22.1775080151472,1.82478970449551,0.0888081985411489,0.0195717119260255,1.13099999999993,0.0476969600707681
sparse,2,emp,0,0,Inf,NA,7.40296712990686,6.48181990097454,0.129363061833715,0.00290064535576265,39.607754532671,0.509254433114584,0.115653094435797,0.0918216047776192,0.0060000000000097,1.31274252724262e-13
sparse,2,diag,0.99,0,129.510019299012,5.58850116808238,23677.5504908395,2765.23260813206,0.0523655139835666,0.000578379866769998,3.36991060354465,1.65152620811767,0,0,0,0
sparse,2,oas,0,0,109.33768305432,7.24631473534978,17984.0106577622,3030.96387966768,0.0459049385240594,0.000272475427499357,2.32448274312879,0.544910334488534,0.115653094435797,0.091821604777619,0.000999999999976353,0
sparse,2,ss,0,0,109.768871864054,9.82343088305971,18229.6770624472,4270.47948259431,0.0460372725193937,0.000263419840793745,2.42141522054223,0.766938918779578,0.123542057555988,0.0997784782742613,0.0086666666666891,0.000577350269175973
sparse,2,ppca,0,0,122.14189992542,5.66085915532522,20999.2692367648,2742.90950748773,0.0660678445760094,0.000428656348103145,39.6077545326712,0.509254433114606,0.115653094435796,0.0918216047776192,0.0359999999999824,0.00173205080759356
sparse,2,spc,0.604333333333333,0.0891422084835985,116.598411460979,5.87454083312103,18263.9669352091,2793.12940720243,0.0642397798345379,0.00107165020812025,35.7078390572987,2.3352653075177,0.129739377794736,0.0993726507704888,1.45666666666671,0.0640806783151223
sparse,2,quic,0,0,87.6466436398053,3.24362369711085,388.306606140779,154.67726203719,0.122259197327264,0.00326048938903586,38.4035888889362,0.483355093357372,0.121487963897684,0.0879396282492928,2.13233333333331,0.579697622328529
sparse,10,emp,0,0,Inf,NA,34.6232339060809,36.4427567181387,0.294121920285859,0.0205537086064319,145.060023058791,6.50344614406336,0.099124684955536,0.0461007809678622,0.00566666666668425,0.000577350269110336
sparse,10,diag,0.99,0,133.65648895732,4.23504042837236,20516.8798137511,1934.44283945958,0.0660619395364754,0.00566232172332152,6.81004385599339,2.70343347921735,0.0130250331575388,0.0225600191991264,0.000333333333325451,0.000577350269175973
sparse,10,oas,0,0,110.736180489939,7.92223077418475,16882.6952319769,3613.05201526771,0.055098231787706,0.00213375264263244,8.10021202416462,2.50371451764162,0.099124684955536,0.0461007809678616,0.000666666666650902,0.000577350269175973
sparse,10,ss,0,0,101.018912352672,5.67039368849235,12330.6371318362,2359.92294467072,0.05678416311571,0.00103584514440331,7.36654442137585,1.13408112465749,0.108800738208755,0.040326763579796,0.00300000000008064,1.31274252723904e-13
sparse,10,ppca,0,0,111.073870295878,8.38904562452784,13954.2789620552,3686.91585462533,0.159616645495532,0.00548342127884828,145.060023058791,6.50344614406329,0.0991246849555359,0.0461007809678619,0.00200000000010429,1.31274252723904e-13
sparse,10,spc,0.9666,0.00751797845168501,77.9312293484035,3.15978186485634,168.163845085455,160.290432914082,0.0967104766919949,0.00659403094352496,54.8569908583129,12.0659597948064,0.0582112847918835,0.0269547089325983,0.186333333333323,0.0257746645629269
sparse,10,quic,0,0,186.953980459565,27.4917798215324,491.73094459901,710.466687169746,0.275733683861965,0.0127875875668288,138.753394274469,3.93393054276188,0.0984915608724891,0.0473126522427292,5.3586666666666,0.646648539264891
